brand,model,firmware,option,exe_can_1,exe_can_2,exe_can_3,exe_lin,read_can_1,read_can_2,read_can_3,read_lin,explanation
Acura,TSX (2008-2012 г.),without PTS,"""Slave"" function",-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,"Trunk ""Slave"" function",-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Factory alarm triggering,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Fuel level,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Interior temperature,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Engine temperature,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Outside temperature,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Central lock,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Windows closing at arming,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Side mirrors,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Turn lights,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Headlights,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Vehicle security system,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Step-by-step disarming,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Turn off ACC,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Engine start via CAN,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Heating,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Light track,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Horn,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Additional function,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Speed,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Automatic start via original remote,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Keyless access block,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Code immobilizer,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Command before autostart,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,VALET button by CAN,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Distance to empty,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Washer fluid level,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Power windows position,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Battery charger connector status,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Fast charging,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Slow charging,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,"""Ready"" status",-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,SOH,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,SOC,-,-,-,-,-,-,-,-,
Acura,TSX (2008-2012 г.),without PTS,HV battery temperature,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Model code,,,,,,,,,1724
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,CAN Block,,,,,,,,,No
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Rear left door,-,-,-,-,+,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Rear right door,-,-,-,-,+,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Front hood,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Trunk,+,-,-,-,+,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Marker lights,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Neutral,-,-,-,-,+,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Tachometer,-,-,-,-,+,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,"""Slave"" function",-,-,-,-,+,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,+,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Factory alarm triggering,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Fuel level,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Interior temperature,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Outside temperature,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Central lock,+,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Windows closing at arming,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Side mirrors,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Turn lights,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Vehicle security system,+,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Step-by-step disarming,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Turn off ACC,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Heating,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Additional function,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Speed,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Automatic start via original remote,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Code immobilizer,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,VALET button by CAN,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Distance to empty,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Washer fluid level,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Power windows position,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Explanation 1,,,,,,,,,"Connect to CAN on a module to the left of the steering wheel light blue 36-pin socket: CanHigh - pink-black,  CanLow - pink-white."
Alfa Romeo,159 I +re. (939A) (2005-2012 г.),All configurations,Explanation 2,,,,,,,,,"For systems with multiple software version (A, B, C and etc.) use software version marked 'B'"
Aston Martin,DBX 707 I (2023 г.),null,Model code,,,,,,,,,5223
Aston Martin,DBX 707 I (2023 г.),null,CAN Block,,,,,,,,,No
Aston Martin,DBX 707 I (2023 г.),null,Driver door,-,-,-,-,+,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Passenger door,-,-,-,-,+,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Rear left door,-,-,-,-,+,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Rear right door,-,-,-,-,+,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Sunroof,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Front hood,-,-,-,-,+,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Trunk,-,-,-,-,+,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Ignition,-,-,-,-,+,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Brake,-,-,-,-,+,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Marker lights,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Neutral,-,-,-,-,+,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Tachometer,-,-,-,-,+,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,"""Slave"" function",-,-,-,-,+,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,"Trunk ""Slave"" function",-,-,-,-,+,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Factory alarm triggering,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Fuel level,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Interior temperature,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Engine temperature,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Outside temperature,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Central lock,+,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Windows closing at arming,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Side mirrors,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Turn lights,+,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Headlights,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Vehicle security system,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Step-by-step disarming,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Turn off ACC,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Engine start via CAN,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Heating,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Light track,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Horn,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Additional function,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Speed,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Automatic start via original remote,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Keyless access block,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Code immobilizer,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Command before autostart,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,VALET button by CAN,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Mileage,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Seats heating,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Seats ventilation,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Windows and side mirrors heating,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Steering wheel heating,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Air conditioner (max AC),-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Climate,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Defroster,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Temperature adjustment,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Comfort function (close windows),-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Cabin ventilation,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,High Voltage Battery heating,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,CAN command 1,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,CAN command 2,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Distance to empty,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Washer fluid level,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Power windows position,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Battery charger connector status,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Fast charging,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Slow charging,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,"""Ready"" status",-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,SOH,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,SOC,-,-,-,-,-,-,-,-,
Aston Martin,DBX 707 I (2023 г.),null,HV battery temperature,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Model code,,,,,,,,,1413
Audi,A1 I (8X) (2010-2014 г.),All configurations,CAN Block,,,,,,,,,No
Audi,A1 I (8X) (2010-2014 г.),All configurations,Immobilizer bypass,,,,,,,,,Yes
Audi,A1 I (8X) (2010-2014 г.),All configurations,Alarms with immobilizer bypass support,,,,,,,,,"Light Pro v2, Light Pro/ Light +, Light v3, Pandora Elite v2, Smart Pro, Smart Pro v3"
Audi,A1 I (8X) (2010-2014 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Rear left door,-,-,-,-,+,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Rear right door,-,-,-,-,+,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Front hood,-,-,-,-,+,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Trunk,+,-,-,-,+,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Marker lights,+,-,-,-,+,-,-,-,"Light signalization appears as sequential lighting of turn lights on right and left side of the vehicle. If the engine is running when the operation is performed, light signalization will be the same"
Audi,A1 I (8X) (2010-2014 г.),All configurations,Neutral,-,-,-,-,+,-,-,-,"Automatic transmission selector status, parking brake status"
Audi,A1 I (8X) (2010-2014 г.),All configurations,Tachometer,-,-,-,-,+,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,"""Slave"" function",-,-,-,-,+,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,"Trunk ""Slave"" function",-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Factory alarm triggering,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Fuel level,-,-,-,-,-,+,-,-,Fuel level is displayed in liters
Audi,A1 I (8X) (2010-2014 г.),All configurations,Interior temperature,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Engine temperature,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Outside temperature,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Central lock,+,-,-,-,+,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Windows closing at arming,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Side mirrors,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Turn lights,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Headlights,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Vehicle security system,+,-,-,-,-,-,-,-,"Original security system will not be completely disarmed: trunk and fuel tank flap will only be disarmed after engine start. If the car has original security system, it will not be disarmed this way."
Audi,A1 I (8X) (2010-2014 г.),All configurations,Step-by-step disarming,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Turn off ACC,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Engine start via CAN,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Heating,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Light track,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Horn,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Additional function,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Speed,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Automatic start via original remote,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Keyless access block,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Code immobilizer,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Command before autostart,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Sound indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Sound indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Light indication 1 via CAN,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Light indication 2 via CAN,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,VALET button by CAN,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Distance to empty,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Washer fluid level,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Power windows position,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Tires pressure (TPMS),-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,OBD II diagnostic trouble codes,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Battery charger connector status,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Fast charging,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Slow charging,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Remaining distance on HV battery,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,"""Ready"" status",-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,SOH,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,SOC,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,HV battery temperature,-,-,-,-,-,-,-,-,
Audi,A1 I (8X) (2010-2014 г.),All configurations,Explanation 1,,,,,,,,,"Connect to CAN: twisted pair cable CanHigh - orange-green, CanLow - orange-brown
Attention! When option ""original security system control via CAN"" is switched on, original security system will not be completely disarmed: trunk and fuel tank flap will only be disarmed after engine start. If the car has original security system, it will not be disarmed this way.
СLight signalization appears as sequential lighting of turn lights on right and left side of the vehicle. If the engine is running when the operation is performed, light signalization will be the same
 "
Audi,A1 I (8X) (2010-2014 г.),All configurations,Explanation 2,,,,,,,,,"For systems with multiple software version (A, B, C and etc.) use software version marked 'B'"
Audi,A1 I re. (8X) (2014-2018 г.),All configurations,Model code,,,,,,,,,1413
Audi,A1 I re. (8X) (2014-2018 г.),All configurations,CAN Block,,,,,,,,,No
Audi,A1 I re. (8X) (2014-2018 г.),All configurations,Driver door,-,-,-,-,+,-,-,-,
Audi,A1 I re. (8X) (2014-2018 г.),All configurations,Passenger door,-,-,-,-,+,-,-,-,
Audi,A1 I re. (8X) (2014-2018 г.),All configurations,Rear left door,-,-,-,-,+,-,-,-,
Audi,A1 I re. (8X) (2014-2018 г.),All configurations,Rear right door,-,-,-,-,+,-,-,-,
Audi,A1 I re. (8X) (2014-2018 г.),All configurations,Sunroof,-,-,-,-,-,-,-,-,
Audi,A1 I re. (8X) (2014-2018 г.),All configurations,Front hood,-,-,-,-,+,-,-,-,
Audi,A1 I re. (8X) (2014-2018 г.),All configurations,Trunk,+,-,-,-,+,-,-,-,
Audi,A1 I re. (8X) (2014-2018 г.),All configurations,Ignition,-,-,-,-,+,-,-,-,
Audi,A1 I re. (8X) (2014-2018 г.),All configurations,Brake,-,-,-,-,+,-,-,-,
Audi,A1 I re. (8X) (2014-2018 г.),All configurations,Marker lights,+,-,-,-,+,-,-,-,"Light signalization appears as sequential lighting of turn lights on right and left side of the vehicle. If the engine is running when the operation is performed, light signalization will be the same"
